# sourceSeal=3f0bb4a window=10 — a windowDuplicate is the same widget twice inside 10 consecutive draws. distinctWidgets IS A LOWER BOUND: it cannot exceed the sample count, so a pair reporting 28 distinct in 30 draws has a pool of AT LEAST 28 and possibly far more. Only pairs that saturated well below their sample count (the pool-below-window rows) measure a true ceiling.
generator,form,widgetType,verdict,samples,distinctWidgets,windowDuplicates,globalDuplicates,globalDuplicateRate,window
time-relative,quarterTo,mcq,pool-above-window,34,32,1,2,0.059,10
time-relative,waitTime,numeric,pool-above-window,34,32,1,2,0.059,10
mental-add,plusNinetyNine,numeric,pool-above-window,34,32,1,2,0.059,10
tens-problems,packsKeep,numeric,pool-above-window,34,32,1,2,0.059,10
mass,whichHeavier,mcq,pool-above-window,34,32,1,2,0.059,10
op-choice,equalGroupsFact,mcq,pool-above-window,34,32,1,2,0.059,10
graph-read,combineTwo,numeric,pool-above-window,34,32,0,2,0.059,10
choose-rule,cancelFirst,numeric,pool-above-window,34,32,0,2,0.059,10
pictograph,keyPurpose,mcq,pool-above-window,34,32,0,2,0.059,10
g8-tm-angle-angle,tmAAScale,geometricConstraintLab,pool-above-window,125,33,42,92,0.736,10
seq-recursive,affine,numeric,pool-above-window,50,33,9,17,0.340,10
pr-percent-change-g7,percentIncrease,numeric,pool-above-window,50,33,8,17,0.340,10
pr-percent-change-g7,percentDecrease,numeric,pool-above-window,50,33,4,17,0.340,10
a1-radicals,rad-like-terms__numeric,exactNumberLab,pool-above-window,36,33,2,3,0.083,10
circle-complete,radius,numeric,pool-above-window,34,33,1,1,0.029,10
point-transform,dilate,pointEntry,pool-above-window,34,33,1,1,0.029,10
full-sketch,logicalContradiction,mcq,pool-above-window,34,33,1,1,0.029,10
missing-factor,rowPlusExtra,numeric,pool-above-window,34,33,1,1,0.029,10
fact-family,shareThenGiveBack,numeric,pool-above-window,34,33,1,1,0.029,10
round-hundred,placeOnLine,numberLinePlace,pool-above-window,34,33,1,1,0.029,10
nl-unit,whichCloser,mcq,pool-above-window,34,33,1,1,0.029,10
elapsed-time,twoPartEnd,clockSet,pool-above-window,34,33,1,1,0.029,10
area-distributive,splitGiven,numeric,pool-above-window,34,33,1,1,0.029,10
mult-meaning,equalGroupsStory,numeric,pool-above-window,34,33,1,1,0.029,10
op-choice,splitFact,mcq,pool-above-window,34,33,1,1,0.029,10
op-choice,soldFromGroups,numeric,pool-above-window,34,33,1,1,0.029,10
g7-scale-to-actual,scaleDirection,mcq,pool-above-window,34,33,1,1,0.029,10
pr-test-proportional-g7,proportionalFraction,proportionalReasoningLab,pool-above-window,34,33,1,1,0.029,10
g7-complementary,angleSort,dragBucket,pool-above-window,34,33,1,1,0.029,10
g0-shapes-sorting,shapeComposePairs,matchPairs,pool-above-window,34,33,1,1,0.029,10
a1-systems,classify-systems__mcq,mcq,pool-above-window,34,33,1,1,0.029,10
a1-systems,system-solution__numeric,affineRelationshipLab,pool-above-window,34,33,1,1,0.029,10
compare-groups,more,tapDiagram,pool-above-window,34,33,0,1,0.029,10
quad-shape-area,fromTriangles,numeric,pool-above-window,34,33,0,1,0.029,10
pq-para-side,perimeter,numeric,pool-above-window,34,33,0,1,0.029,10
coord-midpoint,parallelogramVertex,numeric,pool-above-window,34,33,0,1,0.029,10
rect-measure,area,numeric,pool-above-window,34,33,0,1,0.029,10
probability-fraction,relFreq,fractionEntry,pool-above-window,34,33,0,1,0.029,10
unit-frac-divide,scoopsComputation,mcq,pool-above-window,34,33,0,1,0.029,10
hyperbola-anatomy,opens,mcq,pool-above-window,34,33,0,1,0.029,10
sci-compute,addShift,buildExpression,pool-above-window,34,33,0,1,0.029,10
choose-rule,expandProduct,numeric,pool-above-window,34,33,0,1,0.029,10
subtract-like-denom,wordSimplify,numeric,pool-above-window,34,33,0,1,0.029,10
hop-multiply,hopLength,mcq,pool-above-window,34,33,0,1,0.029,10
equal-parts,whyEqualEvidence,mcq,pool-above-window,34,33,0,1,0.029,10
equivalent-fractions,whoIsRight,mcq,pool-above-window,34,33,0,1,0.029,10
unit-size,smallestOf,mcq,pool-above-window,34,33,0,1,0.029,10
compare-same-denom,howManyMore,numeric,pool-above-window,34,33,0,1,0.029,10
compare-same-num,whoIsRight,mcq,pool-above-window,34,33,0,1,0.029,10
perimeter,trianglePerimeter,numeric,pool-above-window,34,33,0,1,0.029,10
sorting-rules,bothRules,mcq,pool-above-window,34,33,0,1,0.029,10
sorting-rules,outsideOverlap,mcq,pool-above-window,34,33,0,1,0.029,10
place-value,changeBlocks,numeric,pool-above-window,34,33,0,1,0.029,10
area-distributive,splitProduct,numeric,pool-above-window,34,33,0,1,0.029,10
unknown-position,goodPerGroup,numeric,pool-above-window,34,33,0,1,0.029,10
addition-patterns,additionTableWalk,numeric,pool-above-window,34,33,0,1,0.029,10
g7-circumference,circFormulaWhy,mcq,pool-above-window,34,33,0,1,0.029,10
pr-test-proportional-g7,proportionalChallenge,proportionalReasoningLab,pool-above-window,34,33,0,1,0.029,10
g7-sp-sample-reliability,spReliabilitySchool,mcq,pool-above-window,34,33,0,1,0.029,10
unit-fraction,returnedPieces,numeric,pool-above-window,100,34,34,66,0.660,10
cn-cts-solve,fromSquare,numeric,pool-above-window,100,34,28,66,0.660,10
reflect-fn,shapeDescribe,mcq,pool-above-window,50,34,9,16,0.320,10
critical-count,oddPowerSaddle,mcq,pool-above-window,50,34,6,16,0.320,10
a1-exponential,exp-percent__numeric,exactNumberLab,pool-above-window,42,34,2,8,0.190,10
ellipse-axes,majorLength,numeric,pool-above-window,50,35,6,15,0.300,10
a1-exponential,exp-growth-decay__numeric,exactNumberLab,pool-above-window,42,35,2,7,0.167,10
coordinate-plot,cgAxisDistance,pointSetReasoningLab,pool-above-window,39,35,1,4,0.103,10
a1-radicals,rad-fully-simplified__mcq,mcq,pool-above-window,36,35,0,1,0.028,10
a1-radicals,rad-pythagorean-radical__mcq,mcq,pool-above-window,36,35,0,1,0.028,10
cn-cts-vertex,yCoord,numeric,pool-above-window,50,36,7,14,0.280,10
grouping-first,divAddNumeric,numeric,pool-above-window,50,36,7,14,0.280,10
scatter-features,clusterCorner,mcq,pool-above-window,50,36,5,14,0.280,10
power-product,mixedPowerOrder,numeric,pool-above-window,46,36,4,10,0.217,10
grouping-first,groupAddMul,exactNumberLab,pool-above-window,50,36,3,14,0.280,10
a1-exponential,exp-match-base__mcq,mcq,pool-above-window,42,37,2,5,0.119,10
g8-esn-place-value,esnPlaceNegative,placeValueTransformLab,pool-above-window,125,38,26,87,0.696,10
circle-sector,arcMeasure,numeric,pool-above-window,50,38,7,12,0.240,10
compare-numerals,greater,tapDiagram,pool-above-window,50,38,6,12,0.240,10
cn-solve-any,shiftedSquare,numeric,pool-above-window,50,38,4,12,0.240,10
coordinate-plot,asvAxisDistance,numeric,pool-above-window,39,38,0,1,0.026,10
coordinate-plot,axisLocation,mcq,pool-above-window,39,38,0,1,0.026,10
cn-solve-any,complexRoots,mcq,pool-above-window,50,39,6,11,0.220,10
match-sum,nearDoubles,matchPairs,pool-above-window,50,39,5,11,0.220,10
association-type,fromContext,mcq,pool-above-window,50,39,5,11,0.220,10
combined-shift,domainStart,numeric,pool-above-window,50,39,3,11,0.220,10
area-vs-perimeter,sameAreaFence,mcq,pool-above-window,50,39,3,11,0.220,10
g3-div-fluency,DivChooseMcq,mcq,pool-above-window,42,39,2,3,0.071,10
g3-div-fluency,DivZeroMcq,mcq,pool-above-window,42,39,1,3,0.071,10
g3-div-fluency,DivMissingNumeric,numeric,pool-above-window,42,39,0,3,0.071,10
scatter-features,sortFeatures,dragBucket,pool-above-window,50,40,3,10,0.200,10
fraction-of,bareOf,numeric,pool-above-window,100,41,20,59,0.590,10
g8-rns-decimal-classify,rnsBlockRepeat,quotientReasoningLab,pool-above-window,56,41,3,15,0.268,10
gf-segment-add,coordMid,numeric,pool-above-window,50,41,2,9,0.180,10
triangle-area-calc,slantDistractor,numeric,pool-above-window,125,42,20,83,0.664,10
g1-tens-ones,TnoReadExpandedNumeric,numeric,pool-above-window,63,42,5,21,0.333,10
two-step-arith,shareThenLeader,numeric,pool-above-window,50,42,4,8,0.160,10
circle-sector,sectorArea,numeric,pool-above-window,50,42,4,8,0.160,10
multiplication-rule,chainNumeric,numeric,pool-above-window,50,42,1,8,0.160,10
parabola-shifted,focusY,numeric,pool-above-window,100,43,22,57,0.570,10
g1-tens-ones,TnoExpandNumeric,numeric,pool-above-window,63,43,9,20,0.317,10
g8-rns-decimal-classify,rnsDecimalTerminate,quotientReasoningLab,pool-above-window,56,43,6,13,0.232,10
g1-tens-ones,TnoBlocksNumeric,numeric,pool-above-window,63,43,4,20,0.317,10
avg-rate-change,linear,numeric,pool-above-window,50,43,1,7,0.140,10
piecewise-eval,solveBranch,numeric,pool-above-window,50,43,1,7,0.140,10
pr-price-adjust-g7,priceMarkdown,percentChangeLab,pool-above-window,50,43,1,7,0.140,10
polygon-angles,exteriorFromInterior,exactNumberLab,pool-above-window,84,44,15,40,0.476,10
line-plot-frac,difference,fractionEntry,pool-above-window,100,44,13,56,0.560,10
g8-rns-decimal-classify,rnsDecimalRepeat,quotientReasoningLab,pool-above-window,56,44,7,12,0.214,10
g8-rns-decimal-classify,rnsPredictRepeatA,mcq,pool-above-window,56,44,6,12,0.214,10
g8-rns-decimal-classify,rnsPredictRepeatB,mcq,pool-above-window,56,44,5,12,0.214,10
coord-distance,solveK,numeric,pool-above-window,50,44,3,6,0.120,10
fraction-meaning,takeSome,fractionEntry,pool-above-window,50,44,3,6,0.120,10
vertical-shift,whichDirection,mcq,pool-above-window,50,44,3,6,0.120,10
times-nine,patternClaim,mcq,pool-above-window,50,44,3,6,0.120,10
cn-square,factorBack,mcq,pool-above-window,50,44,2,6,0.120,10
estimate-round,tensAns,numeric,pool-above-window,50,44,1,6,0.120,10
read-clock,hourBetween,mcq,pool-above-window,50,44,1,6,0.120,10
power-product,powerMeaning,mcq,pool-above-window,46,44,0,2,0.043,10
pr-add-percent-g7,percentTip,numeric,pool-above-window,50,44,0,6,0.120,10
area-compose,plusSign,numeric,pool-above-window,100,45,22,55,0.550,10
g8-rns-root-classify,rnsClassifyGrowingDecimal,mcq,pool-above-window,63,45,8,18,0.286,10
grouping-first,mulGroup,exactNumberLab,pool-above-window,50,45,3,5,0.100,10
grouping-first,doubleAddEval,evalOrder,pool-above-window,50,45,2,5,0.100,10
grouping-first,wordSubtractMultiply,numeric,pool-above-window,50,45,2,5,0.100,10
pr-add-percent-g7,percentTax,numeric,pool-above-window,50,45,2,5,0.100,10
cn-multiply,realPart,numeric,pool-above-window,50,45,1,5,0.100,10
g7-sp-compound-model,spCompoundGame,compoundEventLab,pool-above-window,50,45,1,5,0.100,10
power-product,comparePowers,exactNumberLab,pool-above-window,46,45,0,1,0.022,10
linear-predict,negSlope,numeric,pool-above-window,50,45,0,5,0.100,10
secant-slope,avgRate,numeric,pool-above-window,50,45,0,5,0.100,10
pr-price-adjust-g7,priceMarkup,percentChangeLab,pool-above-window,50,45,0,5,0.100,10
compare-numerals,greatestOfThree,tapDiagram,pool-above-window,50,46,2,4,0.080,10
g8-rns-decimal-classify,rnsSimplifyPredict,mcq,pool-above-window,56,46,2,10,0.179,10
two-step-arith,timesThenLess,numeric,pool-above-window,50,46,1,4,0.080,10
even-odd-classify,neitherMixed,mcq,pool-above-window,50,46,0,4,0.080,10
pr-graph-rate-g7,graphRateRead,pointSetReasoningLab,pool-above-window,125,47,23,78,0.624,10
horizontal-shift,whichRule,mcq,pool-above-window,50,47,2,3,0.060,10
association-type,sortPairs,dragBucket,pool-above-window,50,47,2,3,0.060,10
coord-distance,vertical,numeric,pool-above-window,50,47,1,3,0.060,10
estimate-round,compatible,numeric,pool-above-window,50,47,1,3,0.060,10
g7-sp-compound-model,spCompoundBasic,compoundEventLab,pool-above-window,50,47,0,3,0.060,10
deriv-quotient,abstractQuot,numeric,pool-above-window,50,48,2,2,0.040,10
piecewise-eval,whyDisjoint,mcq,pool-above-window,50,48,2,2,0.040,10
g8-tm-triangle-exterior,tmExteriorRemote,numeric,pool-above-window,50,48,1,2,0.040,10
grouping-first,mulAddEval,evalOrder,pool-above-window,50,48,0,2,0.040,10
g8-les-systems-word,lesWordPurchase,affineRelationshipLab,pool-above-window,125,49,17,76,0.608,10
area-multiply,turned,mcq,pool-above-window,50,49,1,1,0.020,10
sequence-order,byTens,dragOrder,pool-above-window,50,49,0,1,0.020,10
sequence-order,byFives,dragOrder,pool-above-window,50,49,0,1,0.020,10
grouping-first,mulSubNumeric,numeric,pool-above-window,50,49,0,1,0.020,10
grouping-first,groupPhraseMcq,mcq,pool-above-window,50,49,0,1,0.020,10
deriv-product,abstract,numeric,pool-above-window,50,49,0,1,0.020,10
composite-tri,notchCut,numeric,pool-above-window,50,49,0,1,0.020,10
composite-tri,wallsPlusRoof,numeric,pool-above-window,50,49,0,1,0.020,10
g1-tens-ones,TnoAddTensNumeric,numeric,pool-above-window,63,50,3,13,0.206,10
missing-side,penWidth,geometricConstraintLab,pool-above-window,167,51,39,116,0.695,10
decimal-compute,divCompute,numeric,pool-above-window,100,51,13,49,0.490,10
g8-bv-outlier-impact,bvOutlierImpact,mcq,pool-above-window,100,52,16,48,0.480,10
g1-tens-ones,TnoTenMoreLessNumeric,numeric,pool-above-window,63,52,4,11,0.175,10
g7-scaled-area,roomScaledArea,geometricConstraintLab,pool-above-window,167,53,35,114,0.683,10
missing-side,rectangleWidth,geometricConstraintLab,pool-above-window,167,53,29,114,0.683,10
cn-i-powers,sumOfPowers,numeric,pool-above-window,100,53,14,47,0.470,10
dr-power-rule,default,numeric,pool-above-window,100,54,19,46,0.460,10
make-ten-choice,default,mcq,pool-above-window,100,54,9,46,0.460,10
g1-tens-ones,TnoTensOnesNumeric,numeric,pool-above-window,63,55,2,8,0.127,10
g8-rns-decimal-classify,rnsChooseRepeat,quotientReasoningLab,pool-above-window,56,55,0,1,0.018,10
g8-rns-decimal-classify,rnsSortFractions,dragBucket,pool-above-window,56,55,0,1,0.018,10
place-compare,decimalClose,placeValueTransformLab,pool-above-window,72,57,3,15,0.208,10
g1-tens-ones,TnoDigitValueNumeric,numeric,pool-above-window,63,57,2,6,0.095,10
triangle-area-calc,heightFromArea,numeric,pool-above-window,125,58,15,67,0.536,10
match-object-shape,solids,matchPairs,pool-above-window,100,58,12,42,0.420,10
place-compare,decimalMixed,placeValueTransformLab,pool-above-window,72,58,3,14,0.194,10
g8-rns-root-classify,rnsClassifyPerfect,mcq,pool-above-window,63,58,0,5,0.079,10
ecc-classify,ratioCompare,mcq,pool-above-window,100,60,19,40,0.400,10
mixed-convert,toImproper,mixedRegroup,pool-above-window,100,60,13,40,0.400,10
decimal-shift-divide,bareDivide,placeValueTransformLab,pool-above-window,250,61,39,189,0.756,10
decimal-shift-divide,shiftBoth,placeValueTransformLab,pool-above-window,250,61,37,189,0.756,10
g8-tm-pythagorean-why,tmPythAreaMeaning,geometricConstraintLab,pool-above-window,125,61,25,64,0.512,10
g8-rns-root-classify,rnsRootClassifyPerfect,exactNumberLab,pool-above-window,63,61,1,2,0.032,10
g8-rns-root-classify,rnsRootClassifyIrrational,exactNumberLab,pool-above-window,63,62,0,1,0.016,10
second-deriv-eval,localMax,numeric,pool-above-window,100,65,11,35,0.350,10
power-ten-exponent,threeStep,placeValueTransformLab,pool-above-window,167,66,17,101,0.605,10
place-compare,decimalTie,placeValueTransformLab,pool-above-window,72,67,3,5,0.069,10
dr-chain-rule,default,numeric,pool-above-window,100,69,14,31,0.310,10
coin-total,default,moneyBoard,pool-above-window,100,71,10,29,0.290,10
g7-mixed-rational,integerProduct,exactNumberLab,pool-above-window,125,75,10,50,0.400,10
parts-as-fractions,allPartsShaded,mcq,pool-above-window,100,78,6,22,0.220,10
two-step-solve,minusForm,numeric,pool-above-window,100,78,4,22,0.220,10
repeat-decimal,twoDigit,quotientReasoningLab,pool-above-window,250,79,34,171,0.684,10
g7-tse-evaluate-distribution,tseEvalDist,numeric,pool-above-window,100,79,4,21,0.210,10
fn-inverse-rule,undoPipeline,numeric,pool-above-window,100,82,3,18,0.180,10
multiple-test,default,mcq,pool-above-window,100,83,1,17,0.170,10
pr-graph-rate-g7,graphStoryRead,pointSetReasoningLab,pool-above-window,125,84,11,41,0.328,10
stretch-scale,whichWider,mcq,pool-above-window,100,86,3,14,0.140,10
match-parity,default,matchPairs,pool-above-window,100,87,1,13,0.130,10
long-div-2digit,digitsRead,numeric,pool-above-window,125,88,6,37,0.296,10
area-formula-pick,trapezoid,numeric,pool-above-window,100,88,5,12,0.120,10
area-formula-pick,parallelogramMcq,mcq,pool-above-window,100,88,1,12,0.120,10
long-div-2digit,fullDivide,quotientReasoningLab,pool-above-window,125,89,3,36,0.288,10
base-ten-build,tradeUp,baseTenCompose,pool-above-window,100,89,2,11,0.110,10
area-compose,rugLeft,numeric,pool-above-window,100,91,1,9,0.090,10
sci-notation,small,buildExpression,pool-above-window,100,91,0,9,0.090,10
complex-i-square,default,numeric,pool-above-window,100,92,1,8,0.080,10
area-compose,pondCut,numeric,pool-above-window,100,93,2,7,0.070,10
triangle-area-calc,heightMeaning,mcq,pool-above-window,125,94,8,31,0.248,10
sys-two-linear,default,numeric,pool-above-window,100,95,0,5,0.050,10
int-subtract-negative,decimal,numeric,pool-above-window,100,97,0,3,0.030,10
num-denom,denominatorEffect,mcq,pool-above-window,100,97,0,3,0.030,10
g7-tse-context-equation,tseDive,numeric,pool-above-window,100,97,0,3,0.030,10
g8-rns-density,rnsDensityChallenge,exactNumberLab,pool-above-window,125,98,4,27,0.216,10
area-formula-pick,cornerCut,numeric,pool-above-window,100,98,1,2,0.020,10
area-compose,attachedAreas,geometricConstraintLab,pool-above-window,100,98,0,2,0.020,10
round-place,contextWhole,placeValueTransformLab,pool-above-window,100,98,0,2,0.020,10
g8-rns-density,rnsDensityHundredths,exactNumberLab,pool-above-window,125,99,5,26,0.208,10
round-place,whole,numeric,pool-above-window,100,99,0,1,0.010,10
round-place,contextTenth,placeValueTransformLab,pool-above-window,100,99,0,1,0.010,10
area-formula-pick,trapezoidAverage,mcq,pool-above-window,100,99,0,1,0.010,10
area-formula-pick,coordinateRectangle,geometricConstraintLab,pool-above-window,100,99,0,1,0.010,10
lshape-decompose,boxMinusCorner,numeric,pool-above-window,100,99,0,1,0.010,10
g8-rns-density,rnsDensityTenths,exactNumberLab,pool-above-window,125,101,3,24,0.192,10
g8-esn-place-value,esnPlaceMcq,placeValueTransformLab,pool-above-window,125,117,2,8,0.064,10
g8-fn-compare-rates,fgCompareEquationTable,affineRelationshipLab,pool-above-window,125,120,0,5,0.040,10
g8-fn-compare-rates,fgCompareTables,affineRelationshipLab,pool-above-window,125,122,2,3,0.024,10
long-div-2digit,quotRemainder,quotientReasoningLab,pool-above-window,125,122,0,3,0.024,10
g7-mixed-rational,fracProduct,exactNumberLab,pool-above-window,125,122,0,3,0.024,10
g7-mixed-rational,hiker,exactNumberLab,pool-above-window,125,123,1,2,0.016,10
g8-tm-angle-angle,tmAAThird,geometricConstraintLab,pool-above-window,125,123,1,2,0.016,10
triangle-area-calc,coordinateRightTriangle,geometricConstraintLab,pool-above-window,125,123,0,2,0.016,10
g8-fn-compare-rates,fgCompareInterceptTrap,affineRelationshipLab,pool-above-window,125,124,0,1,0.008,10
remainder-word,vansUp,quotientReasoningLab,pool-above-window,167,126,5,41,0.246,10
remainder-word,eachGets,quotientReasoningLab,pool-above-window,167,132,6,35,0.210,10
remainder-word,leftOver,quotientReasoningLab,pool-above-window,167,133,4,34,0.204,10
g7-vertical-angles,whyVertical,geometricConstraintLab,pool-above-window,167,135,5,32,0.192,10
g7-scaled-area,areaError,geometricConstraintLab,pool-above-window,167,160,2,7,0.042,10
line-of-fit,slopeAssociation,affineRelationshipLab,pool-above-window,250,181,9,69,0.276,10
g8-fn-compare-context,fgCompareBreakEven,affineRelationshipLab,pool-above-window,250,220,5,30,0.120,10
repeat-decimal,threeDigit,quotientReasoningLab,pool-above-window,250,223,0,27,0.108,10
g8-fn-compare-full,fgCompareSameRate,affineRelationshipLab,pool-above-window,250,247,0,3,0.012,10
g8-fn-compare-full,fgCompareRateStart,affineRelationshipLab,pool-above-window,250,249,0,1,0.004,10
g8-fn-compare-context,fgCompareLowerRate,affineRelationshipLab,pool-above-window,250,249,0,1,0.004,10
back-substitute,given,affineRelationshipLab,pool-above-window,500,343,4,157,0.314,10
fraction-benchmark,straddleHalf,exactNumberLab,pool-above-window,500,349,6,151,0.302,10
g8-les-system-verify,lesVerifyPoint,affineRelationshipLab,pool-above-window,500,421,4,79,0.158,10
