# sourceSeal=1116fa8 draws=24 — S242/GRB-04. Distinct ANSWERS, not distinct widgets.
# constant = many prompts, one answer: re-asking cannot measure anything. Some are legitimate
# invariance lessons and some are decoration; the distinction has to be read, not computed.
generator,form,widgetType,verdict,distinctPrompts,distinctAnswers,topAnswerShare,topAnswer,examplePrompt
reasonableness,quickEstimate,mcq,rich,24,13,0.21,A bit less than 80 — think 4 × 20,Sam buys 8 packs of 29 cards. Which quick estimate tells Sam about how many cards to expec
reasonableness,rebuildTest,mcq,rich,24,19,0.13,It fits: 4 × 5 = 20  plus 1 leftover mak,27 riders take boats that hold 5 each. Jonah says:  5 full boats  with 2 riders left over.
reasonableness,default,mcq,rich,24,16,0.13,40 is bigger than all 35 kids — a share ,Nia computes:  21 kids share 3 buses equally — that's 24 kids per bus.  Without redoing it
round-ten,whatItMeans,mcq,rich,24,21,0.08,70 is the ten closest to 72,Rounding 72 to the nearest ten gives 70. What does that mean?
round-hundred,roundThenAdd,numeric,rich,24,12,0.21,1100,Round 796 to its nearest hundred  round 127 to its nearest hundred  then add the two round
round-hundred,default,mcq,rich,24,22,0.08,The tens digit (5) — it says which half ,Rounding 834 to the nearest hundred — which digit decides the answer?
round-half,sumWithTie,numeric,rich,24,11,0.21,70,Round 15 to its nearest ten (remember the halfway rule)  round 54 to its nearest ten  then
round-half,default,mcq,rich,24,24,0.04,46 has a closer neighbour; 75 is the sam,Why do we need a special RULE for 75  but not for 46?
build-fraction,whichSum,mcq,rich,24,10,0.17,1/4 + 1/4 + 1/4,Which sum builds 3/4?
compare-same-denom,whyNumerators,mcq,rich,24,18,0.13,Both count the same-size pieces  and 7 p,Why does 7/10 exceed 6/10?
compare-same-num,rankThree,mcq,rich,24,22,0.08,3/4 > 3/8 > 3/11,Rank these  biggest first: 4/5  4/7  4/9.
time-relative,quarterTo,mcq,rich,24,10,0.21,Yes — quarter TO means 15 minutes before,Nour says  quarter to 8  means 7:45   because a quarter-hour is 15 minutes.  Is Nour right
time-relative,default,mcq,rich,24,20,0.13,twenty to twelve,Which is another name for 2:55?
read-clock,hourBetween,mcq,rich,24,9,0.21,Halfway between the 10 and the 11,At 2:30  where is the HOUR hand?
read-clock,readHands,mcq,rich,24,22,0.08,8:30 — short hand gives the hour; the 6-,A clock shows the SHORT hand just past 11 and the LONG hand on 10. What time is it?
elapsed-time,bridgeMethod,mcq,rich,24,22,0.08,Hop 25 minutes to 5:00  then 15 more — 4,What is the fastest RELIABLE way to count from 2:40 to 3:15?
elapsed-time,twoPartEnd,clockSet,rich,24,19,0.08,{ hour :4  minute :15},Maya starts at 7:45. Reading takes 10 minutes  then math takes 25 more. Set the clock to s
sorting-rules,outsideOverlap,mcq,rich,24,22,0.08,A 9-by-6 rectangle,The overlap requires both “all sides equal” and “has a right angle.” Which figure stays ou
place-value,composeNumber,numeric,rich,24,24,0.04,399,What number has 3 hundreds  9 tens  and 9 ones?
expanded-form,addTensExpanded,numeric,rich,24,23,0.08,879,427 + 10 = ? Use expanded form to change only the tens value.
expanded-form,default,mcq,rich,24,24,0.04,600 + 20 + 4,Which expanded form represents 624?
compare-numbers,smallestWithZero,numeric,rich,24,20,0.08,203,Using the digits 2  0  and 3 exactly once  what is the smallest 3-digit number you can bui
compare-numbers,scoreChain,numeric,rich,24,24,0.04,582,Mia scores 472. Leo scores 10 more  and Nia scores 100 more than Leo. What is Nia's score?
compare-numbers,default,mcq,rich,24,24,0.04,604; it has 6 hundreds while 595 has onl,Which is larger  595 or 604  and what is the fastest way to know?
mental-add,addByJumps,numeric,rich,24,23,0.08,565,Use friendly jumps to find 470 + 38.
mental-add,default,mcq,rich,24,23,0.08,Add 85 to land on 500,You are adding 442 + 81 with friendly jumps. What is the smartest first hop?
regroup-sub,columnBorrow,columnCalc,rich,24,18,0.08,28,45 − 39 = ? Work right to left and regroup when the ones cannot subtract.
regroup-sub,threeDigitSubtract,numeric,rich,24,23,0.08,166,503 − 237 = ?
regroup-sub,chairsReturn,numeric,rich,24,24,0.04,474,A school has 659 chairs. 216 go to the gym  then 31 come back. How many chairs are outside
estimate-check,correctDifference,numeric,rich,24,24,0.04,574,A learner computes 856 − 282 and claims 594. Enter the correct difference.
estimate-check,default,mcq,rich,24,23,0.08,A positive subtraction result cannot exc,A learner writes 530 − 385 = 622. What catches the error immediately?
mult-tens,tensProductA,numeric,rich,24,21,0.08,450,9 × 50 = ?
zero-pattern,default,mcq,rich,24,19,0.13,500 is 5 hundreds  and 6 × 5 makes 30 hu,Why does 6 × 500 = 3000 end in two zeros?
tens-problems,badTicketClaim,mcq,rich,24,17,0.17,The known fact 3 × 5 gives 15 tens  or $,Tickets cost $60 each. A learner says 8 tickets cost $260. What does one glance show?
line-plot,fractionTotal,numeric,rich,24,14,0.17,13,A line plot shows 1/4 ft (5 X's)  1/2 ft (1 X)  3/4 ft (3 X's)  1 ft (4 X's). How many mea
line-plot,atOrAbove,numeric,rich,24,9,0.25,7,A line plot shows 1/4 ft (2 X's)  1/2 ft (3 X's)  3/4 ft (2 X's)  1 ft (1 X). How many mea
line-plot,ddDotTotal,numeric,rich,24,13,0.17,17,A dot plot shows 9 (3 dots)  14 (1 dot)  19 (1 dot)  24 (5 dots). How many observations ar
line-plot,ddDotDataSet,mcq,rich,24,24,0.04,6  11  11  11  16  16  16  21  21,A dot plot shows 6 (1 dot)  11 (3 dots)  16 (3 dots)  21 (2 dots). Which data set does it 
line-plot,ddDotMissingValue,mcq,rich,24,17,0.13,No observation in the data set equals 15,A dot plot of quiz scores has no dots above 15. What does that mean?
line-plot,ddDotMoreThan,numeric,rich,24,9,0.17,4,A dot plot shows 7 (2 dots)  12 (5 dots)  17 (4 dots)  22 (1 dot). How many observations a
line-plot,default,mcq,rich,24,11,0.17,3 inches,A line plot has 7 X's at 5  2 X's at 5½  and 4 X's at 6. Which length is most common?
area-multiply,turned,mcq,rich,24,20,0.13,24 square units,A 3-by-8 rectangle has area 24. What is the area of the same rectangle turned to be 8-by-3
area-multiply,coverChoice,mcq,rich,24,21,0.08,8 × 5 = 40,A rectangular floor has 2 rows with 7 square tiles in each row. Which calculation finds ho
area-multiply,default,mcq,rich,24,15,0.17,21 square units,A 5-by-7 rectangle has area 35. What is the area of the same rectangle turned to be 7-by-5
area-distributive,splitProduct,numeric,rich,24,15,0.13,56,Break a 9-by-6 rectangle into 9-by-3 and 9-by-3 rectangles. What is the total area?
mult-meaning,sheetsMinus,numeric,rich,24,17,0.13,21,A sticker sheet holds 4 stickers. Tom fills 4 sheets  then gives 3 stickers away. How many
mult-meaning,equalGroupsStory,numeric,rich,24,15,0.17,24,A basket holds 4 oranges. You fill 3 full baskets. How many oranges are there altogether?
mult-meaning,default,mcq,rich,24,17,0.17,4 bags with 8 apples in each,Which picture matches 6 × 7?
times-2,default,mcq,rich,24,10,0.17,8 + 8,Which is the same as 8 × 2?
commutativity,packsPlus,numeric,rich,24,18,0.08,28,Sam knows 5 × 4 = 20. There are 4 packs of 5 stickers  plus 6 loose stickers. How many sti
commutativity,default,mcq,rich,24,15,0.13,5 × 4,Which fact always has the SAME total as 4 × 5?
distributive,missingPiece,mcq,rich,24,15,0.13,6 × 4,A garden has 6 rows of 9 plants. One count uses 6 × 5 plus one more piece. Which piece com
distributive,variableEquivalent,mcq,rich,24,16,0.17,3n + 24,Which expression equals 4(n + 8)?
distributive,factorError,mcq,rich,24,20,0.13,The second product becomes 40  not 35,A student writes 20 + 35 = 5 × (4 + 8). What goes wrong when the right side is expanded?
op-choice,equalGroupsFact,mcq,rich,24,18,0.13,3 × 4,Each of 5 kids brings 7 juice boxes. Which fact finds the total number of juice boxes?
op-choice,splitFact,mcq,rich,24,19,0.08,10 ÷ 2,A rope 10 metres long is cut into 2 equal pieces. Which fact finds each piece's length?
op-choice,soldFromGroups,numeric,rich,24,20,0.08,8,A florist has 7 buckets with 4 roses in each bucket. 3 roses are sold. How many roses are 
unknown-position,totalUnknown,mcq,rich,24,20,0.13,3 shelves with 4 trophies each — how man,Which story has the TOTAL as its unknown?
unknown-position,goodPerGroup,numeric,rich,24,11,0.21,6,A hall has 35 chairs arranged in 5 equal rows. In each row  4 chairs are broken. How many 
addition-patterns,additionTableWalk,numeric,rich,24,15,0.17,17,Sam stands on the addition-table cell where the row is 6 and the column is 8. Sam walks 3 
g7-read-scale,default,numeric,rich,24,15,0.13,30,At the scale 1 cm = 2 m  a garden path measures 4 cm in the drawing. How long is the real 
g7-circumference,circFormulaWhy,mcq,rich,24,13,0.17,π × 14 = 2π × 7 because 14 = 2 × 7,A circle has radius 7 and diameter 14. Which statement proves that C = πd and C = 2πr agre
g7-triangle-inequality,ruleApplied,mcq,rich,24,23,0.08,2 + 8 must be greater than 10,For side lengths 2  8  and 10  with 10 the longest  which exact comparison decides whether
g7-triangle-inequality,default,mcq,rich,24,21,0.08,No — 8 + 9 only equals 17  so the sides ,Can the lengths 5  6  and 11 form a triangle?
pr-unit-rate-g7,rrCheaperStore,proportionalReasoningLab,rich,24,15,0.13,45,Store A sells 3 pounds for $6; Store B sells 2 pounds for $6. Buying 7 pounds at the cheap
pr-constant-k-g7,rrEquivalentWhich,mcq,rich,24,20,0.13,12 : 15,Which ratio is equivalent to 4 : 5?
pr-constant-k-g7,rrNotEquivalent,mcq,rich,24,21,0.13,12 : 16 and 21 : 30,Which pair of ratios is NOT equivalent?
pr-constant-k-g7,rrWrongRow,mcq,rich,24,18,0.13,8 : 12,A table for 4 : 5 contains 16 : 20  16 : 21  and 20 : 25. Which row is WRONG?
pr-constant-k-g7,rrSameRelationship,mcq,rich,24,15,0.17,16 : 24,Which pair keeps the SAME relationship as 6 : 9?
g7-signed-addition,sameNeg,numeric,rich,24,20,0.08,-14,−8 + (−9) = ?
g7-signed-addition,sameChallenge,numeric,rich,24,23,0.08,-29,−11 + (−18) = ?
g7-signed-addition,mixedSameNeg,numeric,rich,24,20,0.08,-15,−9 + (−6) = ?
g7-signed-addition,default,numeric,rich,24,19,0.08,-10,−6 + (−10) = ?
g7-signed-multiply-divide,mulSameLarge,numeric,rich,24,21,0.08,18,−5 × (−4) = ?
g7-signed-multiply-divide,tripleOdd,numeric,rich,24,21,0.08,-360,−4 × (−7) × (−3) = ?
g7-signed-multiply-divide,divSameLarge,numeric,rich,24,13,0.17,4,−16 ÷ (−2) = ?
g7-signed-multiply-divide,divDiffLarge,numeric,rich,24,15,0.21,-4,8 ÷ (−2) = ?
g7-signed-multiply-divide,mixedTripleOdd,numeric,rich,24,22,0.08,-120,−2 × (−3) × (−3) = ?
g7-signed-decimal-add,default,numeric,rich,24,24,0.04,-7.7,−5.8 + (−1.9) = ?
g7-mixed-rational,account,exactNumberLab,rich,24,24,0.04,-21,An account is overdrawn by $23.97. Then a $2.97 fee is reversed and credited back. Compute
g7-mixed-rational,hiker,exactNumberLab,rich,24,22,0.08,-6.4,A hiker is 8.3 miles behind base camp  represented by −8.3. The hiker moves 2.2 miles clos
g7-mixed-rational,default,mcq,rich,24,18,0.13,−1/12,−2/4 × 1/6 = ?
g7-tse-inequality-build,graphDescription,mcq,rich,24,11,0.17,Closed circle at 4  arrow left,Graphing x ≤ -4  what kind of circle goes at -4  and which way does the arrow point?
g7-sp-sample-estimate,spEstimateStore,numeric,rich,24,24,0.04,216,In a representative sample of 48 store shoppers  12 use reusable bags. If there are 864 sh
g7-sp-sample-estimate,spEstimateFactory,numeric,rich,24,23,0.08,1160,In a representative sample of 80 batteries tested for quality control  8 fail early. If th
g7-sp-sample-estimate,spEstimateEvent,numeric,rich,24,24,0.04,440,In a representative sample of 60 event attendees  20 buy a souvenir shirt. If there are 13
g7-sp-sample-estimate,default,numeric,rich,24,21,0.08,120,In a representative sample of 20 town residents  10 own a bicycle. If there are 100 people
g7-sp-sample-reliability,spReliabilityCommute,mcq,rich,24,16,0.17,A random sample of 230 residents,Which random sample is likely to give the more reliable estimate of a city's average commu
g7-sp-sample-reliability,spReliabilityCluster,mcq,rich,24,19,0.13,The population rate is likely close to 5,Five independent random samples of 80 customers estimate a membership rate at 56%  57%  58
g7-complementary,angleSort,dragBucket,rich,24,24,0.04,{ 15° and 75° : Complementary (sum 90°) ,Sort each angle pair by the total it forms.
g7-complementary,noAngleComplement,mcq,rich,24,21,0.08,Complementary pairs total 90°  and 111° ,Why can an angle of 118° have no positive complement?
g8-esn-root-context,esnRootEquation,mcq,rich,24,9,0.17,e = ∛64,A cube-shaped tank has volume 27 cubic meters. Which equation finds its edge length e?
g8-esn-compare,esnCompareSame,mcq,rich,24,22,0.08,5.2 × 10⁷,Which is bigger: 2.4 × 10⁴ or 2.8 × 10⁴?
g8-esn-context-compute,esnContextSubtract,buildExpression,rich,24,24,0.04,[ 5.8   ×   10⁵ ],A reservoir holds 6 × 10⁵ gallons and loses 2 × 10⁴ gallons. How much remains?
g8-rns-decimal-classify,rnsSortFractions,dragBucket,rich,24,24,0.04,{ 13/40 : Terminates   4/9 : Repeats   5,Sort each fraction: does its decimal terminate or repeat?
g8-rns-root-classify,rnsClassifyMixed,dragBucket,rich,24,24,0.04,{ 11/6 : Rational   √49 : Rational   0.2,Sort each number as rational or irrational.
g8-rns-root-classify,default,mcq,rich,24,13,0.17,√289,Which of these square-root expressions is rational?
g8-rns-root-estimate,rnsBoundsB,numeric,rich,24,13,0.17,11,Between which two consecutive whole numbers does √27 lie? Enter the smaller whole number.
g8-rns-root-estimate,rnsCloserInteger,mcq,rich,24,21,0.08,7  because √46 ≈ 6.782,√15 is closer to which whole number?
g8-tm-triangle-exterior,tmExteriorRemote,numeric,rich,24,21,0.08,98,A triangle's two remote interior angles are 30° and 51°. What is the exterior angle?
g8-tm-triangle-exterior,tmExteriorThird,numeric,rich,24,21,0.08,158,A triangle has interior angles 46° and 41°. What is the exterior angle at the third vertex
g8-tm-triangle-exterior,default,numeric,rich,24,22,0.08,82,A triangle's two remote interior angles are 35° and 47°. What is the exterior angle?
g8-tm-rigid-motion,tmTranslateY,numeric,rich,24,17,0.13,4,Translate (-1  2) right 5 and up 2. What is the new y-coordinate?
g8-tm-rigid-motion,tmTranslateRule,mcq,rich,24,23,0.08,right 6 and up 8,A translation moves (-2  6) to (0  1). What is the slide?
g8-tm-rigid-motion,default,numeric,rich,24,15,0.13,0,Translate (-3  3) right 2 and up 3. What is the new y-coordinate?
g8-tm-angle-angle,tmAAThird,geometricConstraintLab,rich,24,21,0.08,69,Two triangles each contain angles 57° and 87°. What is their third angle?
g8-tm-angle-angle,default,numeric,rich,24,19,0.08,61,Two triangles each contain angles 68° and 40°. What is their third angle?
g8-tm-pythagorean-converse,tmDistanceOffset,numeric,rich,24,11,0.17,39,What is the distance from (2  0) to (-7  12)?
g8-tm-pythagorean-converse,tmConverseSort,dragBucket,rich,24,24,0.04,{ sides 9-13-15 : Not a right triangle  ,Sort each side-length set by whether it forms a right triangle.
g8-tm-pythagorean-converse,default,mcq,rich,24,13,0.13,Yes — 6² + 8² = 10²,Is a triangle with side lengths 6  8  and 10 a right triangle?
g8-bv-scatter-basics,bvScatterPair,mcq,rich,24,23,0.08,7 miles  4 hundreds of calories,On a scatter plot with x = hours studied and y = problems solved  a dot is at (4  5). What
g8-bv-scatter-basics,bvScatterCount,mcq,rich,24,23,0.08,9 — one dot per plant,A scatter plot records two measurements for each of 9 plants. How many dots should appear?
g8-bv-scatter-basics,bvScatterPlot,plotPoint,rich,24,19,0.13,[{ x :5  y :2}],On a scatter plot with x = hours studied and y = problems solved  plot the point (5  6).
g8-bv-scatter-basics,default,mcq,rich,24,24,0.04,5 miles  3 hundreds of calories,On a scatter plot with x = miles ridden and y = hundreds of calories burned  a dot is at (
g8-bv-interpret,bvInterpretInterceptA,mcq,rich,24,23,0.08,The flat pickup fee before traveling is ,A phone plan is modeled by y = 4x + 22  where x is gigabytes and y is dollars. What does t
g8-bv-interpret,bvInterpretSlope,mcq,rich,24,19,0.08,each mile adds 6 dollars,A savings account is modeled by y = 8x + 31  where x is weeks and y is dollars. What does 
g8-bv-interpret,bvInterpretInterceptB,mcq,rich,24,24,0.04,The flat pickup fee before traveling is ,A taxi fare is modeled by y = 3x + 5  where x is miles and y is dollars. At x = 0  what do
g8-bv-interpret,bvInterpretSort,dragBucket,rich,24,24,0.04,{ each ticket adds 5 dollars : Slope (5),For a fundraiser total modeled by y = 5x + 25 (x = tickets sold  y = dollars)  sort each p
g8-bv-interpret,default,mcq,rich,24,24,0.04,The donation received before ticket sale,A fundraiser total is modeled by y = 3x + 26  where x is tickets sold and y is dollars. Wh
g8-bv-prediction-limits,bvLimitTrust,mcq,rich,24,11,0.17,x = 11,A line is fit to data from x = 1 through x = 7. Which prediction is most trustworthy?
g8-bv-prediction-limits,bvLimitSort,dragBucket,rich,24,24,0.04,{ predict at x = 6 : Inside data range  ,A line is fit to data from x = 4 through x = 13. Sort each proposed prediction.
g8-bv-relative-frequency,bvRelAllB,conditionalTableLab,rich,24,12,0.13,24,A two-way table contains 50 people surveyed. The cell for adults who prefer cats contains 
g8-bv-categorical-association,bvCatAssociation,mcq,rich,24,24,0.04,Yes — the 73% and 26% rates differ sharp,Among the groups  73% of bus riders but only 26% of walkers arrived on time. Are group mem
g8-bv-categorical-association,bvCatConclusion,mcq,rich,24,19,0.08,The variables are associated because the,83% of athletes ate breakfast  compared with 34% of non-athletes. What do the rates show?
g8-bv-categorical-association,default,mcq,rich,24,24,0.04,Yes — the 67% and 24% rates differ sharp,Among the groups  67% of athletes but only 24% of non-athletes ate breakfast. Are group me
g8-les-isolate-variable,lesIsolateA,numeric,rich,24,9,0.21,3,Solve for x: 6x + 6 = 4x + 14
g8-les-isolate-variable,lesIsolateB,numeric,rich,24,10,0.25,4,Solve for x: 8x + 6 = 6x + 14
