# S242 / MPB-05 before-and-after sweep. Generated by scripts/audit/derivative-island-sweep.mts
# `before`/`after` list the island SOURCES separated by U+22C2; a string is listed only if they differ.
source,owner,unit,field,surface,verdict,before,after,text
"generated","g13-differential-equations","differential-equations__de-separable__buildExpression:core","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","Separate dy/dx = 2xy.

Reasoning check: Distinguish a pattern you notice from a relationship you can defend."
"generated","g13-differential-equations","differential-equations__de-separable__buildExpression:core","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","Separate dy/dx = 2xy.

Reasoning check: Check the result against the domain, sign, orientation, and units."
"generated","g13-differential-equations","differential-equations__de-separable__buildExpression:core","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","Separate dy/dx = 2xy.

Reasoning check: Check the result against the domain, sign, orientation, and units."
"generated","g13-differential-equations","differential-equations__de-separable__buildExpression:stretch","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","Separate dy/dx = 2xy.

Reasoning check: Check both the numerical result and the logical conditions that permit it."
"generated","g13-differential-equations","differential-equations__de-separable__buildExpression:stretch","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","Separate dy/dx = 2xy.

Reasoning check: Test the conclusion against a boundary case or counterexample."
"generated","g13-differential-equations","differential-equations__de-separable__buildExpression:stretch","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","Separate dy/dx = 2xy.

Reasoning check: Explain why the method still works after the parameters are changed."
"generated","g13-differential-equations","differential-equations__de-separable__mcq:support","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","Separating dy/dx = 2xy required dividing by y. Which solution did that step lose?

Reasoning check: Name what stays fixed before changing or computing anything."
"generated","g13-differential-equations","differential-equations__de-separable__mcq:stretch","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","Separating dy/dx = 2xy required dividing by y. Which solution did that step lose?

Reasoning check: Check both the numerical result and the logical conditions that permit it."
"generated","g13-differential-equations","differential-equations__de-separable__numeric:support","widget.prompt","arithmetic-off","gained-derivative","3e^(x²)","dy/dx ⟂ 3e^(x²)","dy/dx = 2xy with y(0) = 3, so y = 3e^(x²). Find y(1), to three decimals.

Reasoning check: Use the visible structure one step at a time and check the units."
"generated","g13-differential-equations","differential-equations__de-separable__numeric:support","widget.prompt","arithmetic-off","gained-derivative","3e^(x²)","dy/dx ⟂ 3e^(x²)","dy/dx = 2xy with y(0) = 3, so y = 3e^(x²). Find y(1), to three decimals.

Reasoning check: Identify the representation and the governing relationship before calculating."
"generated","g13-differential-equations","differential-equations__de-separable__numeric:support","widget.prompt","arithmetic-off","gained-derivative","3e^(x²)","dy/dx ⟂ 3e^(x²)","dy/dx = 2xy with y(0) = 3, so y = 3e^(x²). Find y(1), to three decimals.

Reasoning check: Mark the known quantities, then choose the operation or theorem that connects them."
"generated","g13-differential-equations","differential-equations__de-separable__numeric:core","widget.prompt","arithmetic-off","gained-derivative","3e^(x²)","dy/dx ⟂ 3e^(x²)","dy/dx = 2xy with y(0) = 3, so y = 3e^(x²). Find y(1), to three decimals.

Reasoning check: Distinguish a pattern you notice from a relationship you can defend."
"generated","g13-differential-equations","differential-equations__de-separable__numeric:core","widget.prompt","arithmetic-off","gained-derivative","3e^(x²)","dy/dx ⟂ 3e^(x²)","dy/dx = 2xy with y(0) = 3, so y = 3e^(x²). Find y(1), to three decimals.

Reasoning check: Justify the relationship before entering the result."
"generated","g13-differential-equations","differential-equations__de-separable__numeric:core","widget.prompt","arithmetic-off","gained-derivative","3e^(x²)","dy/dx ⟂ 3e^(x²)","dy/dx = 2xy with y(0) = 3, so y = 3e^(x²). Find y(1), to three decimals.

Reasoning check: Justify the relationship before entering the result."
"generated","g13-differential-equations","differential-equations__de-separable__numeric:stretch","widget.prompt","arithmetic-off","gained-derivative","3e^(x²)","dy/dx ⟂ 3e^(x²)","dy/dx = 2xy with y(0) = 3, so y = 3e^(x²). Find y(1), to three decimals.

Reasoning check: Test the conclusion against a boundary case or counterexample."
"generated","g13-differential-equations","differential-equations__de-separable__numeric:stretch","widget.prompt","arithmetic-off","gained-derivative","3e^(x²)","dy/dx ⟂ 3e^(x²)","dy/dx = 2xy with y(0) = 3, so y = 3e^(x²). Find y(1), to three decimals.

Reasoning check: Give a definition-level justification and audit every hidden assumption."
"generated","g13-differential-equations","differential-equations__de-separable__numeric:stretch","widget.prompt","arithmetic-off","gained-derivative","3e^(x²)","dy/dx ⟂ 3e^(x²)","dy/dx = 2xy with y(0) = 3, so y = 3e^(x²). Find y(1), to three decimals.

Reasoning check: Give a definition-level justification and audit every hidden assumption."
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:support","widget.left[0].label","arithmetic-off","gained-derivative","","dy/dx","dy/dx = x"
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:support","widget.left[1].label","arithmetic-off","gained-derivative","","dy/dx","dy/dx = 2"
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:support","widget.left[2].label","arithmetic-off","gained-derivative","","dy/dx","dy/dx = y"
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:support","widget.pairErrors[0].feedback","arithmetic-off","gained-derivative","","dy/dx","dy/dx = x depends on x, so it is the COLUMNS that are identical — the slope changes as you move right, not as you move up."
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:support","widget.pairErrors[1].feedback","arithmetic-off","gained-derivative","","dy/dx","dy/dx = y depends on y, so it is the ROWS that match — the slope changes with HEIGHT."
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:support","widget.left[0].label","arithmetic-off","gained-derivative","","dy/dx","dy/dx = y"
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:support","widget.left[1].label","arithmetic-off","gained-derivative","","dy/dx","dy/dx = 2"
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:support","widget.left[2].label","arithmetic-off","gained-derivative","","dy/dx","dy/dx = x"
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:support","widget.pairErrors[0].feedback","arithmetic-off","gained-derivative","","dy/dx","dy/dx = x depends on x, so it is the COLUMNS that are identical — the slope changes as you move right, not as you move up."
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:support","widget.pairErrors[1].feedback","arithmetic-off","gained-derivative","","dy/dx","dy/dx = y depends on y, so it is the ROWS that match — the slope changes with HEIGHT."
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:support","widget.left[0].label","arithmetic-off","gained-derivative","","dy/dx","dy/dx = y"
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:support","widget.left[1].label","arithmetic-off","gained-derivative","","dy/dx","dy/dx = 2"
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:support","widget.left[2].label","arithmetic-off","gained-derivative","","dy/dx","dy/dx = x"
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:support","widget.pairErrors[0].feedback","arithmetic-off","gained-derivative","","dy/dx","dy/dx = x depends on x, so it is the COLUMNS that are identical — the slope changes as you move right, not as you move up."
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:support","widget.pairErrors[1].feedback","arithmetic-off","gained-derivative","","dy/dx","dy/dx = y depends on y, so it is the ROWS that match — the slope changes with HEIGHT."
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:core","widget.left[0].label","arithmetic-off","gained-derivative","","dy/dx","dy/dx = 2"
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:core","widget.left[1].label","arithmetic-off","gained-derivative","","dy/dx","dy/dx = y"
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:core","widget.left[2].label","arithmetic-off","gained-derivative","","dy/dx","dy/dx = x"
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:core","widget.pairErrors[0].feedback","arithmetic-off","gained-derivative","","dy/dx","dy/dx = x depends on x, so it is the COLUMNS that are identical — the slope changes as you move right, not as you move up."
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:core","widget.pairErrors[1].feedback","arithmetic-off","gained-derivative","","dy/dx","dy/dx = y depends on y, so it is the ROWS that match — the slope changes with HEIGHT."
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:core","widget.left[0].label","arithmetic-off","gained-derivative","","dy/dx","dy/dx = 2"
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:core","widget.left[1].label","arithmetic-off","gained-derivative","","dy/dx","dy/dx = x"
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:core","widget.left[2].label","arithmetic-off","gained-derivative","","dy/dx","dy/dx = y"
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:core","widget.pairErrors[0].feedback","arithmetic-off","gained-derivative","","dy/dx","dy/dx = x depends on x, so it is the COLUMNS that are identical — the slope changes as you move right, not as you move up."
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:core","widget.pairErrors[1].feedback","arithmetic-off","gained-derivative","","dy/dx","dy/dx = y depends on y, so it is the ROWS that match — the slope changes with HEIGHT."
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:core","widget.left[0].label","arithmetic-off","gained-derivative","","dy/dx","dy/dx = y"
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:core","widget.left[1].label","arithmetic-off","gained-derivative","","dy/dx","dy/dx = 2"
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:core","widget.left[2].label","arithmetic-off","gained-derivative","","dy/dx","dy/dx = x"
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:core","widget.pairErrors[0].feedback","arithmetic-off","gained-derivative","","dy/dx","dy/dx = x depends on x, so it is the COLUMNS that are identical — the slope changes as you move right, not as you move up."
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:core","widget.pairErrors[1].feedback","arithmetic-off","gained-derivative","","dy/dx","dy/dx = y depends on y, so it is the ROWS that match — the slope changes with HEIGHT."
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:stretch","widget.left[0].label","arithmetic-off","gained-derivative","","dy/dx","dy/dx = y"
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:stretch","widget.left[1].label","arithmetic-off","gained-derivative","","dy/dx","dy/dx = 2"
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:stretch","widget.left[2].label","arithmetic-off","gained-derivative","","dy/dx","dy/dx = x"
"generated","g13-differential-equations","differential-equations__de-slope-field__matchPairs:stretch","widget.pairErrors[0].feedback","arithmetic-off","gained-derivative","","dy/dx","dy/dx = x depends on x, so it is the COLUMNS that are identical — the slope changes as you move right, not as you move up."
